Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
58297,e3b9,"57 OAKPS MEET","D","Oakwood Public Safety - Meet","Multi-Dispatch","Montgomery County (57) Law Enforcement"
58298,e3ba,"57 PERRY LG","D","Perry Township Local ","Public Works","Montgomery County (57) Local Government/Public Works"
58299,e3bb,"57 PERRY RDS","D","Perry Township Roads","Public Works","Montgomery County (57) Local Government/Public Works"
58303,e3bf,"57 RFD TRAIN","D","Riverside Fire - Administartion","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58306,e3c2,"57 RPD REC","D","Riverside Police records","Law Talk","Montgomery County (57) Law Enforcement"
58307,e3c3,"57 RPD ENC","D","Riverside Police Encrypted","Law Tac","Montgomery County (57) Law Enforcement"
58308,e3c4,"57 RPD 1","D","Riverside Police Local 1","Law Talk","Montgomery County (57) Law Enforcement"
58309,e3c5,"57 RVRSD ST1","D","Riverside Streets 1","Public Works","Montgomery County (57) Local Government/Public Works"
58310,e3c6,"57 RVRSD ST2","D","Riverside Streets 2","Public Works","Montgomery County (57) Local Government/Public Works"
58311,e3c7,"57 RFD ADM","D","Riverside Fire","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58312,e3c8,"57 RTA1","D","Regional Transit Authority","Transportation","Montgomery County (57) Local Government/Public Works"
58313,e3c9,"57 RTA2","D","Regional Transit Authority","Transportation","Montgomery County (57) Local Government/Public Works"
58314,e3ca,"57 RTA3","D","Regional Transit Authority","Transportation","Montgomery County (57) Local Government/Public Works"
58315,e3cb,"57 RTASUPV","D","Regional Transit Authority Supervisor","Transportation","Montgomery County (57) Local Government/Public Works"
58316,e3cc,"57 RTA","D","Regional Transit Authority","Transportation","Montgomery County (57) Local Government/Public Works"
58317,e3cd,"57 SCC PD","D","Police Dispatch","Law Dispatch","Sinclair Community College (57)"
58318,e3ce,"57 SCC TAC 1","D","Police TAC 1","Law Tac","Sinclair Community College (57)"
58319,e3cf,"57 SCC TAC 2","D","Police TAC 2","Law Tac","Sinclair Community College (57)"
58320,e3d0,"57 SCC PD 4","D","Police 4","Law Talk","Sinclair Community College (57)"
58322,e3d2,"57 TFD TRAIN","D","Trotwood Fire Training","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58323,e3d3,"TFD TRAIN 2","D","Trotwood Fire and EMS Training Ch. 2","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58324,e3d4,"57 TPD 1","D","Trotwood Police Local","Law Talk","Montgomery County (57) Law Enforcement"
58325,e3d5,"TPD INV","De","Trotwood Police - Investigations","Law Tac","Montgomery County (57) Law Enforcement"
58326,e3d6,"57TROT STR2","D","Trotwood Street 2","Public Works","Montgomery County (57) Local Government/Public Works"
58327,e3d7,"57TROT WIDE","D","Trotwood Citywide","Multi-Talk","Montgomery County (57) Local Government/Public Works"
58328,e3d8,"57TROT STRS","D","Trotwood Street Department","Public Works","Montgomery County (57) Local Government/Public Works"
58330,e3da,"57 UPD","D","Union Police Local","Law Talk","Montgomery County (57) Law Enforcement"
58331,e3db,"57 UNION FTAC","D","Union Fire Tactical","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58333,e3dd,"57 UDPD","D","University of Dayton Police Dispatch","Law Dispatch","University of Dayton (57)"
58334,e3de,"57 UD TAC","D","University of Dayton On Campus EMS - Dispatch","EMS Dispatch","University of Dayton (57)"
58335,e3df,"57 UD OPS1","D","University of Dayton OPS 1 Parking","Law Talk","University of Dayton (57)"
58336,e3e0,"57 UD OPS2","D","University of Dayton OPS 2 Fire/EMS","EMS-Tac","University of Dayton (57)"
58337,e3e1,"57 VANFD","D","Vandalia Fire Dispatch","Fire Dispatch","Montgomery County (57) Fire/EMS/Hospitals"
58338,e3e2,"57 VFD ADMIN","D","Vandalia Fire Administration","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58339,e3e3,"57 VFD TRAIN","D","Vandalia Fire Training","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58340,e3e4,"57 VFD FIRE PRE","D","Vandalia Fire Prevention","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58341,e3e5,"57 VPD","D","Vandalia Police Dispatch","Law Dispatch","Montgomery County (57) Law Enforcement"
58342,e3e6,"57 VPD B","D","Vandalia Police - (B) Records","Law Talk","Montgomery County (57) Law Enforcement"
58343,e3e7,"57 VPD TAC 1","D","Vandalia Police Tac 1","Law Tac","Montgomery County (57) Law Enforcement"
58344,e3e8,"57 VPD TAC 2","De","Vandalia Police Tac 2","Law Tac","Montgomery County (57) Law Enforcement"
58347,e3eb,"57 VA PD","D","Veterans Hospital Police","Law Dispatch","Montgomery County (57) Law Enforcement"
58348,e3ec,"57 VA TAC 1","D","Veterans Hospital Police Tac 1","Law Tac","Montgomery County (57) Law Enforcement"
58349,e3ed,"57 WCFD","D","West Carrollton Fire Dispatch","Fire Dispatch","Montgomery County (57) Fire/EMS/Hospitals"
58351,e3ef,"57 WCFD CHAT","D","West Carrollton Fire Chatter","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58352,e3f0,"57 WCPD DSP","D","West Carrollton Police Dispatch [Currently Not In Use]","Law Dispatch","Montgomery County (57) Law Enforcement"
58353,e3f1,"57 WCPD TAC1","D","West Carrollton Police Tactical","Law Tac","Montgomery County (57) Law Enforcement"
58354,e3f2,"57 WCPD TAC2 ","D","West Carrollton Police Tactical 2","Law Tac","Montgomery County (57) Law Enforcement"
58355,e3f3,"57 WCPD TAC3","DE","West Carrollton Police Tac 3","Law Tac","Montgomery County (57) Law Enforcement"
58356,e3f4,"57 WTFD","D","Washington Township Fire Dispatch","Fire Dispatch","Montgomery County (57) Fire/EMS/Hospitals"
58358,e3f6,"57 WTFD CHAT","D","Washington Township Fire Chatter","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58359,e3f7,"57 CVWT PARKS","D","Centerville- Washington Twp Park District","Public Works","Montgomery County (57) Local Government/Public Works"
58364,e3fc,"57 RTABUSES","D","Regional Transit Authority Buses to Dispatch","Transportation","Montgomery County (57) Local Government/Public Works"
58365,e3fd,"57 RTA 365","D","Regional Transit Authority","Transportation","Montgomery County (57) Local Government/Public Works"
58366,e3fe,"57 RTA 366","D","Regional Transit Authority","Transportation","Montgomery County (57) Local Government/Public Works"
58400,e420,"57OPS42","D","Fire Operations 42 (Butler Township)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58401,e421,"57OPS43","D","Fire Operations 43 (Butler Township)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58402,e422,"57OPS44","D","Fire Operations 44 (Huber Heights)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58403,e423,"57OPS45","D","Fire Operations 45 (Huber Heights)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58404,e424,"57OPS46","D","Fire Operations 46 (Vandalia)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58405,e425,"57OPS47","D","Fire Operations 47 (Vandalia)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58406,e426,"57OPS48","D","Fire Operations 48 (Overflow)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58407,e427,"57OPS49","DE","Fire Operations 49 ","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58408,e428,"57MEDIC4A","D","Medic 4A (Huber/Butler EMS)","EMS-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58409,e429,"57MEDIC4B","D","Medic 4B (Huber/Butler EMS)","EMS-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58410,e42a,"57MEDIC4C","D","Medic 4C (Huber/Butler EMS)","EMS-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58411,e42b,"57OPS62","D","Fire Operations 62 (Kettering)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58412,e42c,"57OPS63","D","Fire Operations 63 (Kettering)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58413,e42d,"57OPS64","D","Fire Operations 64","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58414,e42e,"57OPS65","D","Fire Operations 65","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58415,e42f,"57OPS66","D","Fire Operations 66","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58416,e430,"57OPS67","D","Fire Operations 67","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58417,e431,"57OPS68","D","Fire Operations 68","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58418,e432,"57OPS69","DE","Fire Operations 69","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58419,e433,"57MEDIC6A","D","Medic 6A (Kettering)","EMS-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58420,e434,"Medic 6B","D","Medic 6B","EMS-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58421,e435,"57MEDIC6C6","D","Medic 6C (Washington Twp EMS)","EMS-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58422,e436,"57OPS72","D","Fire Operations 72 (Englewood)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58423,e437,"57OPS73","D","Fire Operations 73 (Englewood)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58424,e438,"57OPS74","D","Fire Operations 74 (Englewood)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58425,e439,"57OPS75","D","Fire Operations 75 (Englewood)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58426,e43a,"57OPS76","D","Fire Operations 76 (Moraine)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58427,e43b,"57OPS77","D","Fire Operations 77 (Moraine)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58428,e43c,"57OPS78","D","Fire Operations 78 (West Carrollton)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58429,e43d,"57OPS79","DE","Fire Operations 79 (West Carrollton)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58430,e43e,"57MEDIC7A","D","Medic 7A (Englewood/Union EMS)","EMS-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58431,e43f,"57MEDIC7B","D","Medic 7B (Moraine EMS)","EMS-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58432,e440,"57MEDIC7C","D","Medic 7C (West CÄ·arrollton EMS)","EMS-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58433,e441,"57OPS80","DE","Fire Operations 80","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58435,e443,"57OPS82","D","Fire Operations 82","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58436,e444,"57OPS83","D","Fire Operations 83","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58437,e445,"57OPS84","D","Fire Operations 84","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58438,e446,"57OPS85","D","Fire Operations 85 (Washington Township)","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58439,e447,"57OPS86","D","Fire Operations 86","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58440,e448,"57OPS87","D","Fire Operations 87","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58441,e449,"57OPS88","D","Fire Operations 88","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58442,e44a,"57OPS89","D","Fire Operations 89","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58443,e44b,"57OPS8A","D","Fire Operations 8A","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58444,e44c,"57OPS8B","D","Fire Operations 8B","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58445,e44d,"57OPS8C","D","Fire Operations 8C","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58446,e44e,"57OPS8D","D","Fire Operations 8D","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58447,e44f,"57OPS90","DE","Fire Operations 90","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58449,e451,"57OPS92","D","Fire Operations 92","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58450,e452,"57OPS93","D","Fire Operations 93","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58451,e453,"57OPS94","D","Fire Operations 94","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58452,e454,"57OPS95","D","Fire Operations 95","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58453,e455,"57OPS96","D","Fire Operations 96","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58454,e456,"57OPS97","D","Fire Operations 97","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58455,e457,"57OPS98","D","Fire Operations 98","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58456,e458,"57OPS99","D","Fire Operations 99","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58457,e459,"57OPS9A","D","Fire Operations 9A","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58458,e45a,"57OPS9B","D","Fire Operations 9B","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58459,e45b,"57OPS9C","D","Fire Operations 9C","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58460,e45c,"57OPS9D","D","Fire Operations 9D","Fire-Tac","Montgomery County (57) Fire/EMS/Hospitals"
58462,e45e,"57CMH","D","Children's Hospital","Hospital","Montgomery County (57) Fire/EMS/Hospitals"
58463,e45f,"57MVH","D","Miami Valley Hospital","Hospital","Montgomery County (57) Fire/EMS/Hospitals"
58464,e460,"57MVHS","D","Miami Valley Hospital South","Hospital","Montgomery County (57) Fire/EMS/Hospitals"
58466,e462,"57MVHN","D","Miami Valley Hospital North Dayton","Hospital","Montgomery County (57) Fire/EMS/Hospitals"
58467,e463,"57GVH","D","Kettering Health Dayton","Hospital","Montgomery County (57) Fire/EMS/Hospitals"
58468,e464,"57KMC","D","Kettering Medical Center","Hospital","Montgomery County (57) Fire/EMS/Hospitals"
58469,e465,"57SMC","D","Kettering Health Miamisburg","Hospital","Montgomery County (57) Fire/EMS/Hospitals"
58470,e466,"57SVH","D","Kettering Health Washington Township","Hospital","Montgomery County (57) Fire/EMS/Hospitals"
58471,e467,"57VAHOSP","D","Veterans Hospital","Hospital","Montgomery County (57) Fire/EMS/Hospitals"
58473,e469,"57ED1","D","Mass Casualty Incident (MCI) EMS Region 3","Interop","Montgomery County (57) Common"
58474,e46a,"57ED2","D","Mass Casualty Incident (MCI) EMS Region 3","Interop","Montgomery County (57) Common"
58475,e46b,"57 KMC SYCM","D","Kettering Medical Center - Security","Hospital","Montgomery County (57) Law Enforcement"
58478,e46e,"57 CMH SEC","D","Children's Hospital - Security  (Dayton)","Hospital","Montgomery County (57) Law Enforcement"
58500,e484,"57 DPD RCRD","DE","Dayton Police Records","Law Talk","Montgomery County (57) Law Enforcement"
58501,e485,"57 DPD C-C","D","Dayton Police Car to Car","Law Tac","Montgomery County (57) Law Enforcement"
58502,e486,"57 DPD TAC2 W","DE","Dayton Police Tac 2 West","Law Tac","Montgomery County (57) Law Enforcement"
58504,e488,"57 DPD DET","DE","Dayton Police Detective","Law Tac","Montgomery County (57) Law Enforcement"
58505,e489,"57 DPD DET OPS1","DE","Dayton Police Detective Ops 1","Law Tac","Montgomery County (57) Law Enforcement"
58507,e48b,"57 DPD TAC1 E","DE","Dayton Police Tac 1 East","Law Tac","Montgomery County (57) Law Enforcement"
58509,e48d,"57 DPD EVTS","D","Dayton Police Events","Law Tac","Montgomery County (57) Law Enforcement"
58510,e48e,"57 DPD TRAFF","D","Dayton Police Traffic Enforcement","Law Tac","Montgomery County (57) Law Enforcement"
58511,e48f,"57 DPD SWAT","DE","Dayton Police SWAT","Law Tac","Montgomery County (57) Law Enforcement"
58515,e493,"57 DPD ACAD","D","Dayton Police Academy","Law Tac","Montgomery County (57) Law Enforcement"
58516,e494,"DMHA SEC","D","Dayton Metro Housing Authority - Security","Public Works","Montgomery County (57) Local Government/Public Works"
58517,e495,"57DMHA CH 2","D","Dayton Metropolitan Housing Authority - Ch. 2","Public Works","Montgomery County (57) Local Government/Public Works"
58518,e496,"57DMHA CH 3","D","Dayton Metropolitan Housing Authority - Ch. 3","Public Works","Montgomery County (57) Local Government/Public Works"
58519,e497,"57 DAYSIGMX","D","Dayton Traffic Signal Maintenance","Public Works","Montgomery County (57) Local Government/Public Works"
58520,e498,"57 DAYSIGMX2","D","Dayton Traffic Signal Maintenance 2","Public Works","Montgomery County (57) Local Government/Public Works"
58523,e49b,"57 DFD CHAT","D","Dayton Fire Chatter","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58524,e49c,"57 DOA MAIN2","D","Dayton Airport Maintenance 2","Public Works","Montgomery County (57) Local Government/Public Works"
58525,e49d,"57 DFD PREV","D","Dayton Fire Prevention","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58526,e49e,"57DFD TRCNTR","D","Dayton Fire Training Center","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58528,e4a0,"57 DFD ARSON","D","Dayton Fire Arson Investigation","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58529,e4a1,"57DFD TRCNTR 2","D","Dayton Fire Training Center Ch 2","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58530,e4a2,"57 DFD/DPD","D","Dayton Fire/ Police Common","Interop","Montgomery County (57) Law Enforcement"
58531,e4a3,"57 DOA PD","D","Dayton Airport Police","Law Dispatch","Montgomery County (57) Law Enforcement"
58532,e4a4,"57 DOA RCRD","DE","Dayton Airport Police Records","Law Talk","Montgomery County (57) Law Enforcement"
58534,e4a6,"57 DOA MAIN","D","Dayton Airport Maintenance","Public Works","Montgomery County (57) Local Government/Public Works"
58535,e4a7,"57DOAFIRE","D","Dayton Airport Fire Dispatch","Fire Dispatch","Montgomery County (57) Fire/EMS/Hospitals"
58536,e4a8,"57DAOTRN 1","D","Dayton Airport Fire Training","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58538,e4aa,"57DAOTRN 2","D","Dayton Airport Fire Training","Fire-Talk","Montgomery County (57) Fire/EMS/Hospitals"
58540,e4ac,"57 DOA RNWY","D","Dayton Airport Runway Maintenance","Public Works","Montgomery County (57) Local Government/Public Works"
58542,e4ae,"DAY STR 1","D","Dayton Street Department 1","Public Works","Montgomery County (57) Local Government/Public Works"
58543,e4af,"DAY STR 2","D","Dayton Street Department 2","Public Works","Montgomery County (57) Local Government/Public Works"
58547,e4b3,"DAY SANI 1","D","Dayton Sanitation Main","Public Works","Montgomery County (57) Local Government/Public Works"
58548,e4b4,"DAY SANI 2","D","Dayton Sanitation 2","Public Works","Montgomery County (57) Local Government/Public Works"
58550,e4b6,"DAY VLM 2","D","Dayton Vacant Land Management - Channel 2","Public Works","Montgomery County (57) Local Government/Public Works"
58552,e4b8,"SIGN SHOP","D","Dayton Sign Shop","Public Works","Montgomery County (57) Local Government/Public Works"
58553,e4b9,"DHA INSP","D","Dayton Housing Authority - Inspection","Public Works","Montgomery County (57) Local Government/Public Works"
58554,e4ba,"DHA ISP","D","Dayton Housing Authority - Inspections","Public Works","Montgomery County (57) Local Government/Public Works"
